,A,PP_5350
set8IT095,-0.2269713549769252,-0.224
set8IT096,-0.8296591909827927,0.631
set9IT020,0.0159845733720928,-1.134
set9IT022,0.767853154570149,-1.025
set9IT025,-0.5481366454845739,-1.958
set10IT006,0.8941988256582979,1.012
set10IT008,1.1356435935689848,1.067
set10IT010,1.8471266571053064,-0.388
set10IT017,-0.6261579695390388,0.897
set10IT018,-0.1883493165250819,0.601
set10IT019,-0.3306959551053199,0.267
set10IT020,-0.2496174409553493,0.55
set10IT021,-1.0600873036231695,1.696
set10IT022,-0.5569472895203499,1.032
set10IT023,-0.4436862332775569,1.085
set10IT024,-0.4908957786689498,0.661
set10IT025,-0.2117745503236015,0.243
set10IT026,-0.3437185273996302,0.983
set10IT027,-0.5647962178214843,0.461
set10IT028,-0.2144610404350651,0.316
set10IT029,-0.1001906007540567,0.94
set10IT031,-0.1820351583259997,0.472
set10IT032,-0.8140105931061813,-0.184
set10IT033,-1.3762205026547574,-0.258
set10IT034,-0.497191780132554,0.883
set10IT035,-0.6063840398548057,1.613
set10IT036,0.0906400844005582,0.864
set10IT037,-0.2283598553939415,0.793
set10IT043,0.6566103191981224,-0.248
set10IT044,-0.1075064016246739,-0.015
set10IT053,7.07620156087896,-0.015
set12IT001,2.6697033040367324,-0.752
set12IT002,1.5024725905382053,-0.841
set12IT004,-0.5641528605200795,-0.182
set12IT007,0.948727684892977,-1.161
set12IT008,1.604324748405876,0.022
set12IT009,1.0572237550883994,0.951
set12IT014,1.2581444384641636,1.364
set12IT015,1.1262282890569453,0.527
set12IT016,1.4200209571717888,0.699
set12IT017,1.1637473644322038,-0.33
set12IT023,3.0414223905398234,-0.741
set12IT024,2.4058055129160723,0.849
set12IT025,1.7104644460122271,0.718
set12IT026,3.2420291963903627,-0.269
set12IT027,-0.1944910049607659,1.329
set12IT028,1.4743600680773248,0.477
set12IT029,3.802296019719841,0.79
set12IT031,2.653823574943515,1.41
set12IT032,0.9563277257408572,0.323
set12IT034,-1.4664181481564398,0.649
set12IT037,0.0918413029121839,-0.582
set12IT038,1.0362203345343748,-0.151
set12IT039,0.2739889845615398,-0.896
set12IT044,1.6133482348328532,0.658
set12IT046,1.7102738468682566,-0.037
set12IT053,3.4516738369248268,-0.505
set12IT054,2.7063384350726407,-0.273
set12IT055,1.3847522924878377,0.924
set12IT056,3.065232757632352,0.584
set12IT057,-0.4693913605166953,2.301
set12IT058,2.125175160109779,2.076
set12IT059,3.878430354869967,0.063
set15IT054,6.574690728077409,0.057
set15IT057,11.154045759427396,0.874
set15IT058,13.056088462647963,-0.416
set15IT059,13.008683619375484,0.609
set15IT060,-1.8765855790571515,0.592
set15IT061,14.247189465776996,0.301
set15IT062,6.668514568629512,0.337
set15IT063,11.712225957626202,0.344
set15IT064,14.39035486496893,0.163
set15IT065,8.562033812540186,0.627
set15IT066,16.130083011295994,0.184
set15IT067,2.806725754288643,0.81
set15IT068,11.167058652609049,0.612
set15IT071,6.194090627857949,1.179
set15IT072,13.584667267764246,-0.223
set15IT073,14.84436760382792,-0.237
set15IT074,-2.708002634517364,0.718
set15IT075,10.842982141831842,0.141
set15IT076,6.7086319282981135,0.95
set15IT077,9.479730049907378,0.734
set15IT078,13.552506688373148,-0.316
set15IT079,8.071872756419952,0.729
set15IT080,14.445853804814638,0.324
set15IT081,3.02065170803424,0.566
set16IT004,8.350401208377738,-0.431
set16IT005,8.717202151277032,-0.045
set16IT006,10.749621439669273,-0.665
set16IT007,8.367199924134269,-0.471
set16IT008,8.323589277341396,0.079
set16IT009,9.144579934547068,0.275
set16IT010,10.358977226083995,-0.289
set16IT011,11.969586203067768,0.264
set16IT012,0.5151081102307835,0.262
set16IT013,1.025184762805169,-0.084
set16IT014,6.619781203854582,-0.031
set16IT015,7.002664567415188,-0.054
set27IT004,0.0141307918553105,1.309
set27IT005,-0.1541364518116192,1.741
set27IT006,0.1878382456830607,-0.238
set27IT007,-0.4109719060366522,0.214
set27IT008,-0.4471151720211683,1.826
set27IT009,-0.4589954548899286,1.749
set27IT010,-0.0715975137801131,2.418
set27IT011,-0.0624589046341289,2.43
set27IT012,-0.6023783335561472,0.452
set27IT013,-0.3843439203686352,0.563
set27IT014,-0.3436142990050966,2.133
set27IT015,-0.0854492293467709,1.228
set27IT016,-0.1744455916179963,1.815
set27IT017,-0.3547783470287434,1.39
set27IT018,-0.0336624894449516,1.102
set27IT019,0.0107997755444465,1.72
set27IT020,0.0175157881864195,0.068
set27IT021,0.1447958364896368,0.678
set27IT024,-0.0466571937634987,-0.44
set27IT025,0.7488812346518502,0.084
set27IT028,0.2064108823780434,3.754
set27IT029,0.4870152547255966,4.341
set27IT030,-0.0248360654378888,0.393
set27IT031,0.1837647247256207,-0.107
set27IT032,-0.582778584330408,0.442
set27IT033,-0.3330224965912701,0.612
set27IT034,0.1065542033265853,0.855
set27IT035,0.4366313289982027,0.95
set27IT036,-0.96789844831934,0.972
set27IT037,-0.5891291363131597,2.16
set27IT038,0.1553644852821829,1.205
set27IT039,0.3266818377101815,1.004
set27IT040,-0.4505900741606232,2.777
set27IT041,-0.2576816889108842,2.579
set27IT042,0.3572995450367592,1.424
set27IT043,0.0031377446101977,1.737
set27IT044,0.2238729060821031,0.787
set27IT045,-0.0487025164816846,0.621
set27IT046,0.1700845252641739,0.962
set27IT047,0.0065654935756248,1.054
set27IT048,-0.0320837637153737,-0.18
set27IT049,0.0409804348994553,-0.03
set27IT050,-0.0837690478145281,0.945
set27IT051,-0.3533683064260253,0.907
set27IT052,0.1363396903664154,1.129
set27IT053,-0.2183740005605285,1.445
set27IT054,-0.1587601548767435,0.431
set27IT055,-0.2492225326753633,0.722
set27IT056,-0.0145626106890768,1.131
set27IT057,-0.1678612696683255,1.527
set27IT058,0.2365983067898445,-0.246
set27IT059,0.0562611362704024,0.176
set27IT060,-0.3018200824749045,1.984
set27IT061,-0.4909244879824847,1.847
set27IT062,-0.1426564999479745,0.847
set27IT063,-0.0079688124023054,0.509
set27IT064,0.4813779620636411,0.327
set27IT065,0.298608357818981,0.511
set27IT066,0.4807334080686011,1.712
set27IT067,0.6521070913081284,1.471
set27IT068,0.7019157690296415,2.387
set27IT069,-0.0193388541835182,3.523
set27IT070,-0.333959743491212,-0.459
set27IT071,-0.0139037043765358,-0.759
set27IT072,0.2153107649904932,1.062
set27IT073,-0.2018484754010574,1.27
set28IT003,-0.3256058795119636,0.677
set28IT004,0.124894325425948,0.901
set28IT005,0.0391267236758126,0.675
set28IT006,0.3617868835846913,0.996
set28IT007,0.2911273403701193,0.798
set28IT008,-0.3627835215368465,0.871
set28IT009,-0.1789850223746269,0.763
set28IT010,0.2080658888227732,1.157
set28IT013,0.1548578765910471,0.406
set28IT014,0.4743577345897324,0.663
set28IT017,0.2991476959144195,-0.203
set28IT018,0.2340005401541339,0.056
set28IT021,0.3208022960709657,0.935
set28IT022,-0.1936949115323463,0.727
set28IT023,-0.1427120791401194,1.206
set28IT024,0.4521489738032686,0.95
set28IT027,-0.1923311826896211,1.292
set28IT028,-0.1714423375281419,1.485
set28IT029,-0.0894149970804046,0.585
set28IT030,-0.0940016463239215,1.224
set28IT031,0.4050156772073244,0.659
set28IT032,0.1426973245969802,0.855
set28IT035,0.1539633765272178,0.046
set28IT036,0.0943052606658307,-0.375
set28IT037,0.2294661641884357,1.25
set28IT038,0.2451027991042078,0.902
set28IT039,0.3099156817534725,0.243
set28IT040,0.2123237563511106,0.44
set28IT041,0.1226911928457279,0.428
set28IT042,0.510840469024669,0.319
set28IT045,0.0942770215522034,0.865
set28IT046,0.1101769601879995,1.091
set29IT004,0.1451946815391304,1.6
set29IT005,-0.2802672549934163,1.808
set29IT006,-0.1405638137356326,1.518
set29IT007,-0.50705244995252,1.464
set29IT014,0.0105080062136733,0.951
set29IT015,-0.3544074327862651,1.582
set29IT057,1.3911318077367087,0.518
set29IT058,1.0430230389392,1.31
set100IT008,-0.2086866100215049,2.883
set100IT009,-0.2491819694317478,3.162
set100IT010,-0.386844440100511,3.492
set100IT011,0.1437076732691729,3.941
set100IT012,0.4830410385422862,1.911
set100IT013,0.337728255669548,2.78
set100IT014,0.3776452594806203,1.483
set100IT015,0.0631100143097337,2.822
set100IT016,-0.2586660216781721,1.513
set100IT017,0.2076627616697307,1.002
set100IT018,0.2843593942055207,2.252
set100IT019,0.258779847499852,1.773
set100IT020,0.0675896357085466,2.245
set100IT021,0.3157473984157307,1.364
set100IT022,-0.2180953994923315,1.759
set100IT023,0.2868727953694903,1.36
set100IT024,0.2123981273207658,3.194
set100IT025,-0.3306004763936149,1.531
set100IT026,0.2274835152793297,2.673
set100IT027,0.3120802001518175,3.845
set100IT028,0.0563548547905411,5.996
set100IT029,-0.2419148497001376,2.347
set100IT030,-0.1443796168937271,3.683
set100IT031,-0.1871231972186202,3.599
set100IT032,0.1578610756085116,3.915
set100IT033,-0.1908565359813767,4.656
set100IT034,-0.0340320735346596,4.957
set100IT035,-0.2421328300999006,3.143
set100IT036,-0.2343091462227361,4.076
set100IT037,-0.2526861066363457,3.94
set100IT038,2.048591037138153,3.618
set100IT039,0.5769554744754879,4.02
set100IT040,1.3258094129336746,5.683
set100IT041,0.3044183402816037,-0.001
set100IT042,0.4697824570514329,-0.208
set100IT043,0.2102093902912215,-0.012
set100IT044,0.3125378360827422,1.368
set100IT045,0.5224628741563659,1.924
set100IT046,0.2998103206712112,3.917
set101IT007,0.1600413090335536,8.074
set101IT008,-0.3533164338841672,2.765
set101IT009,-0.0329097111939376,4.312
set101IT013,1.3639298628837593,3.807
set101IT014,-0.619742275258703,3.255
set101IT015,-0.3695353072643773,2.024
set101IT016,0.7036054171577658,5.535
set101IT017,-0.0661409371612363,2.121
set101IT018,-0.1215209222739763,2.614
set101IT019,0.7078912657576909,2.241
set101IT020,0.3498337969538995,2.058
set101IT021,0.6823455407097843,4.292
set101IT022,0.7739567499583573,2.768
set101IT023,-0.2214911226665023,4.543
set101IT024,0.223036561295466,10.805
set101IT025,0.5078391558180101,0.443
set101IT026,0.6860856346729692,4.945
set101IT027,0.2367453216478612,2.253
set101IT028,0.4601637782705164,3.83
set101IT029,-0.4274518220820874,3.545
set101IT030,0.0062507277403522,5.09
set101IT031,0.6171580851720605,3.839
set101IT032,0.335526190607928,1.382
set101IT033,0.38764757229802,1.518
set101IT034,0.5265804683721694,4.717
set101IT035,0.2663511049954136,2.41
set101IT036,0.0195986155313768,1.959
set101IT037,0.1145382257846116,1.874
set101IT038,0.2022071157353145,3.376
set101IT039,-0.2515148083460593,5.868
set101IT040,0.7201740098723902,9.731
set101IT041,-0.0744659845796928,4.665
set101IT042,0.2503962496802432,3.425
set101IT043,0.236468972824538,4.862
set101IT044,0.0343166980457631,2.53
set101IT045,0.0742778994998942,3.891
set101IT046,-0.1023287963487442,7.426
set101IT047,0.3539049294915811,4.045
set101IT048,0.3964407984085285,10.436
