,A,PP_2046
set12IT007,2.499865111694512,0.198
set12IT008,2.135105090474828,-0.058
set12IT009,24.40921586817206,-1.556
set12IT014,2.1357544256445866,0.048
set12IT015,2.1770560588543435,-0.351
set12IT016,1.195819624786797,-0.023
set12IT017,1.739499646191151,0.313
set12IT023,1.7064190909466808,0.389
set12IT024,1.6451291615450956,0.156
set12IT025,1.6125429762375472,-0.217
set12IT026,1.1978440866010185,-0.025
set12IT027,1.126415193135809,0.055
set12IT028,0.4956781048493883,0.298
set12IT029,2.010009416319549,0.058
set12IT031,3.5512357797757392,0.521
set12IT032,1.2922337905154029,-0.004
set12IT034,1.494898242254776,0.198
set12IT037,2.741325032058008,0.177
set12IT038,2.4121814873809213,-0.025
set12IT039,17.532651374652332,-1.116
set12IT044,1.7061960658985484,-0.093
set12IT046,2.3493853313425253,0.072
set12IT053,0.961372578841594,-0.017
set12IT054,1.5508385803438387,0.043
set12IT055,1.6959227959564884,-0.03
set12IT056,2.388211766036439,0.079
set12IT057,0.9167019865832172,0.108
set12IT058,0.1195205979687741,-0.013
set12IT059,3.481135589799428,-0.373
set15IT054,0.0676311465111115,0.196
set15IT057,1.7404470245782742,-0.098
set15IT058,0.1716463154134187,-0.331
set15IT059,0.7642962325336525,0.154
set15IT060,0.7937820803746618,0.163
set15IT061,0.931559559542033,-0.383
set15IT062,1.3614272466506372,0.034
set15IT063,0.0444367459120075,0.458
set15IT064,1.4757045573257144,-0.442
set15IT065,3.5258448076546007,0.743
set15IT066,0.4048557793361052,-0.12
set15IT067,0.7990743789405111,-0.371
set15IT068,0.2821180646374056,0.323
set15IT071,0.1254591698620643,-0.011
set15IT072,0.6402369694391414,-0.539
set15IT073,0.6277621843603535,0.193
set15IT074,0.2590810158246079,0.17
set15IT075,1.2046309063545997,-0.605
set15IT076,1.0863939084798984,-0.156
set15IT077,0.3587999834633252,-0.164
set15IT078,0.994379875718137,-0.36
set15IT079,3.1114150724664515,0.116
set15IT080,0.0362649705773521,0.132
set15IT081,0.5756594629466926,0.209
set16IT004,-0.0210129493722189,-0.129
set16IT005,-0.0556557607291538,0.045
set16IT006,-0.0953020436853296,-0.417
set16IT007,1.847110622119112,-0.207
set16IT008,-0.0858621790271327,-0.364
set16IT009,0.2876448535350798,0.371
set16IT010,0.1565153983865084,-0.264
set16IT011,-0.2142500032191399,0.124
set16IT012,0.3139889769640401,0.012
set16IT013,-0.3152247392578193,0.171
set16IT014,-0.1336317888901123,0.065
set16IT015,0.1330291986720652,0.236
set27IT004,-0.2973260036017802,0.162
set27IT005,-0.4494171978141535,-0.185
set27IT006,1.572734508950057,-0.12
set27IT007,2.02916628451544,-0.186
set27IT008,0.0485980142851212,-0.01
set27IT009,0.4621797466428887,0.313
set27IT010,1.2925898991160762,0.368
set27IT011,0.9647549137318424,-0.424
set27IT012,0.2103543001809693,-0.35
set27IT013,-0.2308806071431206,0.007
set27IT014,-0.8106202627473822,-0.043
set27IT015,-0.2235725366469231,-0.124
set27IT016,0.4854050682205577,0.044
set27IT017,0.388542567933508,-0.103
set27IT018,-0.2041416137700606,0.151
set27IT019,-0.4821719093246275,-0.209
set27IT020,1.0624705595668846,-0.1
set27IT021,0.6369691961020871,-0.198
set27IT024,-0.1888292894264979,-0.41
set27IT025,0.0911828270433518,0.004
set27IT028,2.98599856376388,-0.512
set27IT029,3.459116930997851,0.087
set27IT030,1.0474272934132822,-0.009
set27IT031,0.4748012234179493,-0.418
set27IT032,0.768393377012747,0.067
set27IT033,0.4476544463577959,-0.006
set27IT034,-0.1589060141599755,0.076
set27IT035,0.0939714687013896,0.086
set27IT036,0.428873993150152,-0.065
set27IT037,0.0082985175399903,-0.212
set27IT038,-0.0474087115417173,-0.215
set27IT039,-0.2995941509906926,-0.14
set27IT040,0.5532958578332081,0.029
set27IT041,0.6904294080191288,-0.172
set27IT042,0.4935679564690463,0.028
set27IT043,0.9004585503411217,-0.073
set27IT044,-0.0314343108097615,0.021
set27IT045,-0.2966615337868979,0.12
set27IT046,-0.1681875486716141,-0.197
set27IT047,0.0082558953226014,-0.091
set27IT048,0.9516717382634324,0.07
set27IT049,1.0294414889042582,-0.175
set27IT050,-0.4522605058232938,-0.016
set27IT051,0.190374469667987,-0.076
set27IT052,-0.1736365999598871,0.428
set27IT053,-0.3603741614125944,-0.038
set27IT054,0.300262643840518,0.207
set27IT055,0.6104851495601413,-0.096
set27IT056,0.1234608476329838,0.17
set27IT057,0.4267831018570041,0.006
set27IT058,2.6690999179280896,-0.672
set27IT059,1.9691651437578443,0.087
set27IT060,0.5015056725941887,0.287
set27IT061,-0.3535302304248661,0.032
set27IT062,-0.1562315083151323,-0.118
set27IT063,0.0475389862384386,-0.205
set27IT064,0.6907623136727618,-0.122
set27IT065,0.5366865537653478,0.001
set27IT066,-0.2942194946570456,0.133
set27IT067,-0.4802027732253418,0.08
set27IT068,-2.437913838604455,-0.053
set27IT069,0.012423278962444,-0.23
set27IT070,-0.3009001745592064,0.133
set27IT071,-0.2984316649137405,0.317
set27IT072,-0.430598072952325,0.026
set27IT073,0.2263729421531503,-0.066
set28IT003,-1.1655458906749263,0.383
set28IT004,-1.3730357890126212,-0.253
set28IT005,0.3326992180576046,0.112
set28IT006,0.2932026524674489,-0.328
set28IT007,0.2076514389298444,-0.399
set28IT008,0.3201603992318441,-0.238
set28IT009,0.4365163393650637,-0.308
set28IT010,-0.0531855383424225,0.133
set28IT013,0.1016554160696917,0.231
set28IT014,-0.3764272543536204,0.142
set28IT017,-0.086005264612763,0.082
set28IT018,0.633876881721312,-0.041
set28IT021,0.2065819137168415,0.041
set28IT022,0.2888050173960323,-0.065
set28IT023,-0.0068330635624741,-0.495
set28IT024,0.6659327433453035,-0.481
set28IT027,0.0835629316983676,-0.185
set28IT028,-0.2030498805406604,0.04
set28IT029,0.3719204007548491,-0.415
set28IT030,-0.0110224910835788,0.208
set28IT031,0.349261178651876,-0.11
set28IT032,0.5256713162978756,-0.128
set28IT035,-0.8184042388875226,-0.036
set28IT036,-0.4021481386833991,-0.075
set28IT037,-0.2176587612267969,0.159
set28IT038,0.280024392703604,-0.45
set28IT039,0.3382273972559054,-0.151
set28IT040,0.3479724126138043,-0.325
set28IT041,0.0991679525733266,-0.274
set28IT042,-0.3297250830026626,-0.061
set28IT045,-0.5167913129938123,-0.25
set28IT046,-0.1966581680497373,-0.161
set29IT004,2.304409894755339,-0.006
set29IT005,3.15708799158931,0.227
set29IT006,1.0164333418042997,0.283
set29IT007,0.9092584039935564,-0.242
set29IT014,0.4262732307548521,-0.036
set29IT015,0.7173134722206416,-0.24
set29IT057,1.2750798055406682,0.186
set29IT058,1.3705644834174722,0.116
set100IT008,0.247185466533121,-0.236
set100IT009,0.1925501642518676,0.117
set100IT010,0.2916002866476988,-0.171
set100IT011,-0.1921710616087595,0.052
set100IT012,-0.4646368167653847,-0.047
set100IT013,-0.1732219915327358,-0.369
set100IT014,-0.0808760812116221,-0.089
set100IT015,-0.0142969221403499,0.191
set100IT016,0.2858672218001547,-0.16
set100IT017,-0.7292970337037421,0.133
set100IT018,-0.2867137587986115,0.055
set100IT019,-0.2339429277122978,0.159
set100IT020,-0.101766833812712,0.059
set100IT021,0.0967020853543825,0.079
set100IT022,-0.043642332016927,0.168
set100IT023,0.7951079897683045,-0.067
set100IT024,0.9928593417099892,0.287
set100IT025,0.6724169752032441,-0.038
set100IT026,0.5933059538176638,0.059
set100IT027,0.8536708803708066,0.129
set100IT028,0.519951712502891,-0.109
set100IT029,-0.0867244008633376,-0.06
set100IT030,0.2755903145858337,0.065
set100IT031,-0.0376344371688459,0.097
set100IT032,-0.0666272228853489,-0.079
set100IT033,0.515352361401494,0.081
set100IT034,-0.0239130073198233,-0.08
set100IT035,0.000236592364277,-0.063
set100IT036,0.0392301639281693,0.037
set100IT037,-0.3333605000923172,-0.313
set100IT038,1.5232988760415598,-0.491
set100IT039,1.5146569625220647,0.141
set100IT040,3.0323781581093017,0.328
set100IT041,-0.4824914108693234,-0.207
set100IT042,-0.7464561588013978,0.02
set100IT043,-0.7006542099799291,-0.068
set100IT044,-0.1627108069264035,-0.224
set100IT045,-0.1140825419681617,0.166
set100IT046,0.0323257999001583,-0.051
set101IT007,0.8533305585367726,0.254
set101IT008,-0.153710300862947,0.092
set101IT009,-0.3181301119305354,-0.232
set101IT013,-0.2117658808748445,0.461
set101IT014,1.2977557739233894,0.167
set101IT015,0.5684412433533496,-0.14
set101IT016,-0.8329924263909034,0.41
set101IT017,-0.9016097975351436,0.166
set101IT018,-1.6091910126031732,0.333
set101IT019,0.8434936014863177,0.013
set101IT020,0.9002834849732659,0.506
set101IT021,0.3826328764832829,0.182
set101IT022,0.8264859800972482,0.232
set101IT023,0.6579048228348633,-0.094
set101IT024,0.2097759346967917,0.121
set101IT025,1.1073039562102769,0.091
set101IT026,0.8387888485338234,0.21
set101IT027,0.5592518643407138,-0.154
set101IT028,1.687016488535365,0.006
set101IT029,0.7795868708711639,0.315
set101IT030,0.792323007758787,0.14
set101IT031,0.3050376063328013,0.167
set101IT032,0.0852992029786327,0.254
set101IT033,0.3397599626737244,-0.119
set101IT034,1.0573128355582373,0.62
set101IT035,0.8931969651543012,0.351
set101IT036,0.6222987836769464,0.173
set101IT037,1.0881685228763645,0.085
set101IT038,0.3605427617406118,0.101
set101IT039,0.5854527865751374,-0.055
set101IT040,1.2912891066891383,0.204
set101IT041,0.6708964893366701,0.223
set101IT042,0.9424839199988342,0.267
set101IT043,-0.7801744066437759,0.007
set101IT044,-0.6101413587360535,0.243
set101IT045,-0.9693916797819216,-0.056
set101IT046,1.0556604359629211,0.37
set101IT047,0.71241931132407,0.053
set101IT048,0.3713205996748183,-0.144
