,A,PcaR
set10IT006,0.0302434207984404,-0.448
set10IT008,-0.1761078479732462,0.068
set10IT010,0.1791057000165233,-0.242
set10IT017,0.4432091452432165,-0.047
set10IT018,-0.1291491760455117,0.003
set10IT019,0.0866892489596202,-0.006
set10IT020,0.3523739699432238,-0.148
set10IT021,0.2106667886444716,-0.034
set10IT022,0.071725596038572,0.233
set10IT023,0.5371152126325458,0.023
set10IT024,0.2042625718098662,0.007
set10IT025,0.1120966930064494,-0.006
set10IT026,-0.042518078349002,-0.118
set10IT027,-0.2434424845337959,-0.116
set10IT028,0.1689636069625116,0.036
set10IT029,0.3773332175329333,-0.112
set10IT031,0.398888572405883,0.105
set10IT032,-0.3061476250177036,-0.009
set10IT033,-0.1646933407240304,0.109
set10IT034,0.5391810494542044,-0.015
set10IT035,-0.0791453133468796,-0.008
set10IT036,0.0478847163082875,-0.035
set10IT037,0.0234661255524809,0.079
set10IT043,0.1696267979987887,0.03
set10IT044,0.2903077563463818,-0.458
set10IT053,-0.007529964431646,0.147
set12IT001,-14.857672156404584,-4.658
set12IT002,0.055739949418818,-0.175
set12IT004,-0.0683080385129347,0.101
set12IT007,-0.5287856573937784,0.174
set12IT008,-0.1852642859437417,-0.093
set12IT009,0.384558433737772,0.312
set12IT014,-16.028730866587637,-5.093
set12IT015,-19.79566399943061,-6.491
set12IT016,-18.131560790350918,-5.781
set12IT017,-19.84220070045052,-6.025
set12IT023,-0.4368436965363406,-0.077
set12IT024,-20.454175583390533,-5.375
set12IT025,-14.538568079507922,-6.776
set12IT026,-18.350729355653502,-5.396
set12IT027,0.264147888249284,-0.021
set12IT028,-0.2335548844790292,0.005
set12IT029,-0.5753512663136527,-0.085
set12IT031,-21.42210681795894,-6.227
set12IT032,0.0686110091235523,-0.016
set12IT034,0.101851830643364,0.544
set12IT037,-0.0962051329324617,0.044
set12IT038,0.5210232121797019,0.051
set12IT039,0.3857827361235721,0.253
set12IT044,-19.70058828997168,-7.015
set12IT046,-17.592691652250227,-4.789
set12IT053,-0.305464942869367,-0.125
set12IT054,-20.88000847294816,-5.209
set12IT055,-16.449611578156894,-6.692
set12IT056,-18.49446917211918,-5.144
set12IT057,0.6820758552165684,0.102
set12IT058,0.1906361002815887,0.12
set12IT059,-0.7478088226592532,-0.116
set15IT054,0.1133066391334215,0.068
set15IT057,0.450385857852267,0.416
set15IT058,0.529921487318337,0.077
set15IT059,0.0705774024317131,0.206
set15IT060,-0.1517341793641423,0.219
set15IT061,-0.8217880156822914,0.169
set15IT062,0.0229142888063177,0.208
set15IT063,-0.1007781915662191,-0.503
set15IT064,-0.1813401266341538,0.033
set15IT065,-0.4833942164389311,0.337
set15IT066,0.1777951370882139,0.122
set15IT067,-0.4004144076658619,0.209
set15IT068,0.0565320179582379,0.04
set15IT071,0.17822518804259,0.152
set15IT072,-0.1580340491901865,0.095
set15IT073,0.0194249356197592,0.332
set15IT074,0.1187906071728432,0.07
set15IT075,-0.6620313686857916,0.13
set15IT076,-0.1998291422732538,0.239
set15IT077,0.0788618016531348,-0.401
set15IT078,-0.2975658751609573,0.081
set15IT079,-0.3071333030113582,0.656
set15IT080,-0.0112139275014382,0.246
set15IT081,0.0284292511492398,0.106
set16IT004,-0.0902971677183278,-0.146
set16IT005,-0.1868598252857774,-0.034
set16IT006,-0.2266162851336867,-0.496
set16IT007,-0.1270920086723627,-0.107
set16IT008,0.0048937543159139,-0.046
set16IT009,0.0479298525435585,-0.129
set16IT010,0.2012651205899255,0.112
set16IT011,-0.1254123311424775,-0.449
set16IT012,-0.0246814964625145,0.134
set16IT013,-0.3821141344246404,0.081
set16IT014,0.2812839813089575,-0.095
set16IT015,0.0848882113734055,-0.241
set27IT004,-0.0359078459987934,-0.202
set27IT005,0.1698037554890599,-0.169
set27IT006,0.0084290257172862,0.208
set27IT007,-0.0050186996899774,0.153
set27IT008,0.1572207915598309,-0.102
set27IT009,0.229271877644062,0.051
set27IT010,0.0476746483430772,0.294
set27IT011,-0.0545789528393219,0.354
set27IT012,0.1134066614029674,0.118
set27IT013,0.4096094597956521,0.094
set27IT014,0.1071228406739131,-0.039
set27IT015,-0.1604653537622643,0.016
set27IT016,0.4326136966120547,0.036
set27IT017,0.136503672984508,0.063
set27IT018,0.2037428476941803,-0.028
set27IT019,0.1621523477905988,-0.064
set27IT020,-0.3919229602702654,0.315
set27IT021,-0.2030633451165888,0.312
set27IT024,-0.2228613022961667,-0.004
set27IT025,-0.1056628842709861,0.074
set27IT028,-0.8220468434452403,0.038
set27IT029,-0.7562389799790391,0.054
set27IT030,0.423835318504063,0.056
set27IT031,0.2949183681254235,-0.002
set27IT032,0.1278249979492808,0.029
set27IT033,0.1035555600370004,0.09
set27IT034,0.2608187454622558,0.016
set27IT035,0.2187751459237986,0.049
set27IT036,0.2758867888495071,-0.067
set27IT037,0.535684193577153,0.006
set27IT038,-0.1136342370727106,-0.043
set27IT039,0.3110503373141282,-0.005
set27IT040,-0.052107985830994,-0.165
set27IT041,0.0640980878820906,-0.151
set27IT042,-0.2185841050928901,-0.023
set27IT043,-0.0803234355264422,0.015
set27IT044,-0.1054719771498931,0.005
set27IT045,-0.0386428774813246,-0.015
set27IT046,-0.0809064830075917,-0.14
set27IT047,-0.0216850390378252,-0.19
set27IT048,0.2549506788962772,-0.116
set27IT049,0.0963824148086031,-0.177
set27IT050,0.2322392201756787,0.117
set27IT051,-0.0112312553094181,0.155
set27IT052,0.0399468998121691,-0.014
set27IT053,-0.2935934945832021,-0.024
set27IT054,-0.2435891456763407,-0.105
set27IT055,0.1270156267032513,-0.152
set27IT056,0.0857322555316554,-0.098
set27IT057,0.1341585967227458,-0.15
set27IT058,-0.1511995684868925,0.063
set27IT059,0.392333736723609,0.157
set27IT060,0.2472814856137228,-0.108
set27IT061,0.2229807052392338,0.011
set27IT062,0.2298997650737411,-0.119
set27IT063,0.3937986273711787,-0.028
set27IT064,0.0137874051426764,-0.061
set27IT065,0.2034743037440781,0.007
set27IT066,0.4579061269921313,0.135
set27IT067,0.179135722648863,0.128
set27IT068,0.1231583949113173,0.144
set27IT069,0.0331838735659014,-0.029
set27IT070,0.4219870199140915,-0.041
set27IT071,0.4772682134015225,0.016
set27IT072,0.1665156587050937,-0.111
set27IT073,0.0445242812505707,0.037
set28IT003,0.0413993344890702,0.075
set28IT004,-0.0159658208765743,0.043
set28IT005,0.128800470216568,-0.12
set28IT006,0.1518031990890421,-0.045
set28IT007,-0.0108358972360561,0.065
set28IT008,0.5196377285021586,0.125
set28IT009,0.5385074531508124,-0.012
set28IT010,0.422540338091327,0.021
set28IT013,0.0758053518353891,-0.083
set28IT014,0.0790478765116274,0.012
set28IT017,0.3866422946411297,0.042
set28IT018,0.1587222307863619,-0.063
set28IT021,0.1135255475425609,-0.088
set28IT022,-0.0765996901933075,-0.072
set28IT023,0.22127038634294,-0.053
set28IT024,0.0612821503128863,-0.042
set28IT027,-0.1518280091964354,-0.011
set28IT028,0.2673419820602675,0.11
set28IT029,0.3979646061833444,0.191
set28IT030,0.3780689124478705,0.188
set28IT031,0.2858342555737277,0.053
set28IT032,0.216123053706812,0.11
set28IT035,0.597450363251844,0.154
set28IT036,-0.0061832413609089,0.034
set28IT037,0.0413330157209115,-0.106
set28IT038,0.0345815710016725,-0.115
set28IT039,0.3197385209147839,0.046
set28IT040,0.0533767055007455,0.103
set28IT041,-0.0394446293214627,-0.201
set28IT042,-0.0411307765135083,-0.09
set28IT045,0.3900213137287727,0.1
set28IT046,0.2203884407899977,0.043
set29IT004,-0.1155848626853694,0.146
set29IT005,-0.1226733128979292,0.089
set29IT006,0.011571199113765,0.043
set29IT007,0.1860132703360559,0.038
set29IT014,0.4140313944958848,0.162
set29IT015,0.7263062081830685,0.06
set29IT057,-0.1538886480125087,0.01
set29IT058,0.0493059603668463,0.042
set100IT008,0.6724185936628799,-0.237
set100IT009,0.0590088580846746,-0.297
set100IT010,0.4678790589064808,-0.092
set100IT011,0.5435440672376216,-0.018
set100IT012,0.4767137584686787,-0.057
set100IT013,0.4095793907224672,-0.012
set100IT014,0.4528615941881383,0.033
set100IT015,0.3087518106755684,-0.198
set100IT016,0.708709206252753,0.027
set100IT017,-5.618816383887192,-0.764
set100IT018,-5.728247968291817,-0.897
set100IT019,-6.011300502207383,-0.873
set100IT020,-5.131996722614127,-0.715
set100IT021,-6.006823074436067,-0.898
set100IT022,-5.929500768595063,-0.869
set100IT023,-0.3334640188656176,-0.027
set100IT024,0.1317420603195718,0.058
set100IT025,-0.536094516939119,-0.01
set100IT026,0.067935287356724,0.012
set100IT027,-0.2668389026885689,-0.043
set100IT028,0.3085650775195061,0.111
set100IT029,0.1991607474182887,0.016
set100IT030,0.1098001540604498,-0.105
set100IT031,0.0708123432623862,0.01
set100IT032,0.2334345191819777,0.081
set100IT033,0.3596856308293867,-0.111
set100IT034,0.3559732633332114,0.073
set100IT035,0.3332299578929174,0.206
set100IT036,0.3053232171548241,0.016
set100IT037,0.5439522456403961,0.114
set100IT038,0.3786350568824264,0.858
set100IT039,0.1825296153874061,0.707
set100IT040,0.5226200865371312,0.733
set100IT041,0.3238677996199275,0.178
set100IT042,0.4302703884681647,0.078
set100IT043,0.5513862303279623,0.104
set100IT044,0.7262898426617019,-0.016
set100IT045,0.8298461692583179,-0.083
set100IT046,0.7308870231484338,0.068
set101IT007,0.6658950609235754,-0.329
set101IT008,0.0789048138223941,-0.175
set101IT009,0.3524499641841677,-0.173
set101IT013,-18.80391643943857,-3.822
set101IT014,-14.847792814191138,-4.004
set101IT015,-15.330782202523366,-3.373
set101IT016,0.3897543174102321,-0.031
set101IT017,0.4577443534402766,0.172
set101IT018,-0.0127570227064251,-0.073
set101IT019,-7.207820392543306,-1.59
set101IT020,-6.983179673329919,-1.641
set101IT021,-6.692382146767067,-1.641
set101IT022,-8.164976679688689,-1.664
set101IT023,-7.962742867715996,-1.572
set101IT024,-7.780035649374341,-1.689
set101IT025,-9.79879797439707,-1.589
set101IT026,-7.882527685062962,-1.184
set101IT027,-8.82614604079146,-1.566
set101IT028,-6.182643483115332,-1.222
set101IT029,-4.231669858509542,-0.8
set101IT030,-5.169090824822806,-1.367
set101IT031,-15.003909725767398,-1.922
set101IT032,-12.389858809983505,-1.944
set101IT033,-10.485779840366028,-1.723
set101IT034,-13.137648164170338,-2.106
set101IT035,-9.441874230246023,-2.051
set101IT036,-9.74359551485205,-2.181
set101IT037,0.4663118132177887,0.148
set101IT038,-0.0019503100572718,-0.068
set101IT039,0.0941516488511721,0.001
set101IT040,0.2000664630720065,0.109
set101IT041,0.0517457107791952,0.066
set101IT042,-0.4363878824983147,0.016
set101IT043,-1.7356922273160988,-0.624
set101IT044,-2.147205690588432,-0.706
set101IT045,-1.4385376775759844,-0.577
set101IT046,0.256999018083856,0.081
set101IT047,-0.0547288915946556,-0.13
set101IT048,0.1743448133109408,-0.26
