,A,FleQ
set27IT004,-1.0465930164072383,-0.364
set27IT005,-0.7648060615049954,-0.466
set27IT006,-6.807514988323735,-1.4
set27IT007,-7.17054952340018,-1.421
set27IT008,-1.4979272629379372,-0.589
set27IT009,-1.2481909198980408,-0.564
set27IT010,1.9147171062103652,-0.798
set27IT011,1.8891771368225372,-0.695
set27IT012,-1.3554229209692097,0.092
set27IT013,-1.6004206712401372,0.041
set27IT014,-1.322441602189249,-0.543
set27IT015,-1.236113802399078,-0.65
set27IT016,-0.3134985859636259,-0.604
set27IT017,-0.2113208708915498,-0.641
set27IT018,-1.0982850397535002,-0.509
set27IT019,-0.928695955364084,-0.52
set27IT020,-3.3784896877434334,-0.885
set27IT021,-3.569773486434165,-0.947
set27IT024,-7.786223994527222,-1.198
set27IT025,-5.949339733463045,-1.04
set27IT028,-8.520056114193375,-3.548
set27IT029,-8.865772029594309,-3.405
set27IT030,-2.870130386309577,-1.464
set27IT031,-2.883008825001728,-1.377
set27IT032,-1.494782660065309,-0.361
set27IT033,-1.8831444014534893,-0.33
set27IT034,-1.3146114134127718,-0.521
set27IT035,-1.2264620197883718,-0.538
set27IT036,-0.1693073052870817,-0.319
set27IT037,-0.732272636818249,-0.312
set27IT038,-0.7308552812963605,-0.846
set27IT039,-1.0971963226361587,-0.934
set27IT040,-3.734168086152421,-0.971
set27IT041,-3.869727661639564,-0.912
set27IT042,0.3822996057356085,-0.069
set27IT043,-0.3719991594525917,-0.194
set27IT044,-0.9487884357993144,-0.46
set27IT045,-0.9429331142947288,-0.439
set27IT046,-0.7597711982896311,-0.543
set27IT047,-0.7266414064437207,-0.488
set27IT048,-5.030692668933389,-1.048
set27IT049,-5.776776851712899,-1.167
set27IT050,-0.7225637627134085,-0.498
set27IT051,-0.3010721954822045,-0.397
set27IT052,-1.347539888354981,-0.513
set27IT053,-1.2705482731332003,-0.383
set27IT054,-1.178062007192847,-0.244
set27IT055,-0.4329215010769675,-0.431
set27IT056,-1.6396055563995229,-0.23
set27IT057,-1.2609324692972974,-0.272
set27IT058,-6.26599645384245,-1.656
set27IT059,-6.886038548402178,-1.847
set27IT060,-1.1668019141957902,-0.473
set27IT061,-0.7638069409410194,-0.365
set27IT062,-0.932863272105678,-0.391
set27IT063,-1.533145393926032,-0.32
set27IT064,-6.690925981689543,-1.149
set27IT065,-6.749420899945054,-1.177
set27IT066,-0.6878465044713005,-0.327
set27IT067,-0.3165703017207367,-0.322
set27IT068,-2.375146041145586,-1.161
set27IT069,-3.990023670955446,-2.504
set27IT070,-3.3046105924437112,-0.732
set27IT071,-2.9322859302793503,-0.746
set27IT072,-0.1829606950377647,-0.61
set27IT073,-0.574635031716349,-0.601
set28IT003,-1.4292278201245858,-0.269
set28IT004,-1.699158892607774,-0.256
set28IT005,-1.6521744857992688,0.092
set28IT006,-1.568069629419463,0.071
set28IT007,-2.993390728937292,-0.806
set28IT008,-3.143546396590464,-0.951
set28IT009,-1.422305600776521,0.465
set28IT010,-0.8999819351984155,0.421
set28IT013,-0.967161811747718,-0.418
set28IT014,-1.043561273795276,-0.448
set28IT017,-2.5174752529481346,-0.357
set28IT018,-2.2359864744186817,-0.301
set28IT021,-0.5606881644255204,-0.437
set28IT022,-0.3711411927402618,-0.584
set28IT023,-0.8408708945958093,-0.216
set28IT024,-0.5649231090742429,-0.22
set28IT027,-2.6529788162346195,-0.399
set28IT028,-3.141287387179837,-0.354
set28IT029,-2.0597650957218803,-0.36
set28IT030,-1.5260282543248502,-0.344
set28IT031,-1.4311457877777145,-0.291
set28IT032,-0.7973809233897584,-0.299
set28IT035,-1.1593763253223024,-0.488
set28IT036,-1.2983297061563934,-0.498
set28IT037,-0.5633578574023098,-0.376
set28IT038,-1.077374099067279,-0.308
set28IT039,-0.907687703212504,-0.387
set28IT040,-1.402184173442821,-0.366
set28IT041,-1.472977080393256,-0.263
set28IT042,-1.3721271196815792,-0.322
set28IT045,-0.5212448588919755,-0.23
set28IT046,-0.7030216801874262,-0.388
set29IT004,2.037294527939516,-2.031
set29IT005,-2.3106424748744825,-1.433
set29IT006,0.2808014160489688,-0.487
set29IT007,-0.4020391237522416,-0.333
set29IT014,2.4912265229642467,-1.02
set29IT015,2.900622624226585,-1.013
set29IT057,-0.5925730305580775,-0.978
set29IT058,-1.1750844441465589,-1.071
set100IT008,1.192953791569625,-1.271
set100IT009,-0.6777231961012724,-1.396
set100IT010,0.6276599019141487,-1.295
set100IT011,0.1477495150601429,-1.226
set100IT012,-0.6443251224177626,-1.122
set100IT013,-0.7415936276421884,-1.234
set100IT014,-0.442589659626302,-1.441
set100IT015,-1.261352231681997,-1.517
set100IT016,-0.2655486170826664,-1.626
set100IT017,-5.059946243492332,-3.098
set100IT018,-4.926907067791725,-2.028
set100IT019,-4.105307690464143,-2.185
set100IT020,0.2533858099371308,-0.956
set100IT021,-1.0117172420898883,-1.357
set100IT022,-0.1656583408446941,-1.401
set100IT023,-0.3150637226437588,-2.155
set100IT024,-2.363331332346532,-2.642
set100IT025,-1.9896162279090597,-2.356
set100IT026,-0.0892282123177496,-1.052
set100IT027,-0.5093806807506813,-0.444
set100IT028,-0.2639019116048187,-0.449
set100IT029,0.4502438234390574,-1.128
set100IT030,-0.6441673011696207,-1.299
set100IT031,-0.2719779944993451,-1.438
set100IT032,0.1458051348987037,-1.466
set100IT033,-1.041939308752567,-1.978
set100IT034,-0.7021887825991514,-1.578
set100IT035,-0.497942723765709,-1.557
set100IT036,-1.6736232142603134,-1.681
set100IT037,-1.5178701977542814,-1.572
set100IT038,-1.4934834591117894,-1.019
set100IT039,-1.8745764774990497,-1.23
set100IT040,-0.2867213908633815,-1.662
set100IT041,-0.5928372471901849,-1.094
set100IT042,-1.8734067830316088,-1.304
set100IT043,-2.007622839137348,-1.005
set100IT044,1.738690322535163,-1.291
set100IT045,0.810361178218286,-1.476
set100IT046,0.4335023786622816,-1.79
set101IT007,-1.0746213663060835,-1.313
set101IT008,-1.670486983285682,-1.708
set101IT009,-1.2699469557060108,-0.757
set101IT013,-1.6574955282841353,-0.914
set101IT014,-1.0193265553095818,-1.807
set101IT015,-1.682095817405704,-1.262
set101IT016,-1.6162281354863162,-0.242
set101IT017,-1.1574622560589591,-0.689
set101IT018,-1.5225304834919502,-1.113
set101IT019,-1.769076185180575,-0.963
set101IT020,-1.3921610294510272,-0.861
set101IT021,-1.0521857337061054,-0.77
set101IT022,-2.105683038024584,-0.72
set101IT023,-1.835260656612039,-1.267
set101IT024,-1.9392034090467964,-1.114
set101IT025,-3.1086492678800965,-1.098
set101IT026,-2.6092601037385417,-1.387
set101IT027,-2.736662203601108,-1.322
set101IT028,-2.375814333780353,-1.543
set101IT029,-2.67413376839913,-2.052
set101IT030,-2.415465506463998,-1.964
set101IT031,-1.349092816887174,-0.529
set101IT032,-0.664890964688526,-0.709
set101IT033,-1.923931657177498,-1.407
set101IT034,-1.8588273293290047,-1.071
set101IT035,-1.9917658836186205,-0.886
set101IT036,-2.1572476055041983,-0.848
set101IT037,-2.1839873403139505,-1.167
set101IT038,-1.9152963150405036,-1.294
set101IT039,-1.9886516380739656,-0.944
set101IT040,-2.249873075282956,-0.99
set101IT041,-1.199789073807662,-0.706
set101IT042,-1.8844497815856456,-0.68
set101IT043,-1.4790611488516876,-0.835
set101IT044,-0.9731493702090066,-0.942
set101IT045,-1.1512089056528978,-0.782
set101IT046,-0.8525048496492648,-1.644
set101IT047,-1.6677454448289522,-1.004
set101IT048,-1.886010829232793,-1.31
